Crypt IE - Crypt LP,Crypt IE - Muscularis,Crypt IE - Top IE,Crypt IE - Top LP,Crypt LP - Muscularis,Crypt LP - Top IE,Crypt LP - Top LP,Muscularis - Top IE,Muscularis - Top LP,Top IE - Top LP,contrast_norm
-0.2656289388488883,-0.7904487960856722,-0.03188113727194626,-0.07835212262788555,-0.5248198572367839,0.23374780157694197,0.1872768162210027,0.758567658813726,0.7120966734577867,-0.046470985355939284,1.4670842291548993
-0.5579108254928768,-0.06056000085903837,-0.40495534361358954,-0.5046731531318184,0.49735082463383845,0.1529554818792873,0.053237672361058475,-0.34439534275455114,-0.44411315227278,-0.09971780951822884,1.1545525463773894
-0.5005516440584892,-0.6289188775439954,-0.05436733167664719,-0.5986237820325655,-0.12836723348550627,0.446184312381842,-0.09807213797407632,0.5745515458673482,0.030295095511429948,-0.5442564503559183,1.3637507943129796
-0.26005891227730027,-0.29738187731128496,0.1289837716798679,-0.11885880256990303,-0.037322965033984745,0.3890426839571681,0.14120010970739721,0.42636564899115287,0.17852307474138196,-0.24784257424977094,0.7966176173168501
0.04340005240789274,0.12912062543372999,0.1384951597181504,0.08511661504876172,0.08572057302583724,0.09509510731025766,0.04171656264086898,0.009374534284420422,-0.04400401038496826,-0.05337854466938868,0.26074186355656326
-0.39610484446212896,-0.6022754877311555,-0.019316192283329592,0.09947889823375679,-0.2061706432690265,0.37678865217879937,0.49558374269588573,0.5829592954478259,0.7017543859649122,0.11879509051708638,1.3440224246226025
0.2598425477625275,0.548480767303672,-0.24010137170838508,0.11451999164529447,0.2886382195411445,-0.4999439194709126,-0.14532255611723305,-0.7885821390120571,-0.43396077565837754,0.35462136335367955,1.3150769729374678
0.2077831190946311,0.19872584124380677,0.1393632902532833,0.4269739672399937,-0.00905727785082433,-0.06841982884134779,0.2191908481453626,-0.059362550990523455,0.22824812599618693,0.2876106769867104,0.6895967199013419
0.03904974685494417,-0.49730722997967225,0.1664236540374689,0.20930570439674628,-0.5363569768346164,0.12737390718252473,0.17025595754180212,0.6637308840171412,0.7066129343764185,0.04288205035927739,1.2628992358115998
0.4244085259386875,0.5321015874143079,-0.3271925617045064,0.3024121552995287,0.10769306147562038,-0.7516010876431939,-0.12199637063915883,-0.8592941491188143,-0.2296894321147792,0.6296047170040351,1.5622719529007292
0.4453390690395529,0.5646510188325532,-0.08764662400358159,-0.0030912864277213847,0.1193119497930003,-0.5329856930431345,-0.4484303554672743,-0.6522976428361348,-0.5677423052602746,0.0845553375758602,1.3338744938837535
0.19147242891234478,0.4447366655236337,-0.46118379036341545,-0.12281951592536738,0.25326423661128894,-0.6526562192757602,-0.31429194483771217,-0.9059204558870492,-0.5675561814490011,0.33836427443804806,1.5193459543790016
0.39525753573202027,0.8715424324489833,0.05613358061071294,0.1571825911851893,0.476284896716963,-0.33912395512130733,-0.23807494454683098,-0.8154088518382704,-0.714359841263794,0.10104901057447635,1.5898479791978266
0.165765244982788,0.16671813013821934,0.06810766930863155,0.198457055080277,0.0009528851554313489,-0.09765757567415645,0.032691810097489005,-0.0986104608295878,0.031738924942057656,0.13034938577164545,0.37097967319982345
-0.12726103918935094,-0.264720199694861,0.18917854155523042,0.1551395757970065,-0.13745916050551005,0.31643958074458134,0.28240061498635743,0.45389874125009144,0.4198597754918675,-0.03403896575822393,0.8534477434343752
